"","X","Institution","Specimen.ID","Specimen.sex","Collection.date..Julian.date.","Collection.year","dDFur","Source","Species","InstitutionCode","specID","key","scientificName","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","continent","stateProvince","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","class","countryCode","country","recordNumber","identifier","higherGeography","institutionID","verbatimEventDate","endDayOfYear","locality","datasetName","collectionCode","gbifID","occurrenceID","type","preparations","catalogNumber","recordedBy","institutionCode","startDayOfYear","occurrenceRemarks","higherClassification","name","sex","county","elevation","habitat","lifeStage","decimalLatitude","decimalLongitude","modified","geodeticDatum","rightsHolder","georeferencedBy","georeferenceProtocol","language","verbatimLocality","locationRemarks","accessRights","collectionID","georeferenceSources","georeferencedDate","coordinateUncertaintyInMeters","reproductiveCondition","establishmentMeans","references","nomenclaturalCode","occurrenceStatus","bibliographicCitation","georeferenceVerificationStatus","fieldNumber","organismID","ownerInstitutionCode","datasetID","ADDRESS","lon","lat","address"
"58",58,"Royal Ontario Museum (ROM)","ROM13622","male",215,1939,-90,"Fraser","Lasionycteris noctivagans","ROM",13622,1211862091,"Lasionycteris noctivagans (Le Conte, 1831)","gass84,gdativ","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:49:59.732+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1939,8,3,"1939-08-03T00:00:00","2020-02-10T20:49:59.732+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada","1430","URI:catalog:ROM:Mammals:13622","North America; Canada; Ontario; Cochrane",NA,"19390803",NA,"Onakawana","Mammalogy","Mammals",1211862091,"URI:catalog:ROM:Mammals:13622","PhysicalObject","skin; skull",13622,"Downing, SC","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Cochrane",NA,NA,"ADULT",50.6,-81.45,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Stephen Lee (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Onakawana","ROM data parsed by John Wieczorek, 20020402; MaNIS-00 Upload","not-for-profit use only","urn:lsid:biocol.org:col:34909","Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.45,50.6,NA
"59",59,"Royal Ontario Museum (ROM)","ROM13624","male",223,1939,-93,"Fraser","Lasionycteris noctivagans","ROM",13624,1211863913,"Lasionycteris noctivagans (Le Conte, 1831)","cdround,gass84,gdativ","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:50:02.401+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1939,8,11,"1939-08-11T00:00:00","2020-02-10T20:50:02.401+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada","1525","URI:catalog:ROM:Mammals:13624","North America; Canada; Ontario; Cochrane",NA,"19390811",NA,"Moose River Crossing","Mammalogy","Mammals",1211863913,"URI:catalog:ROM:Mammals:13624","PhysicalObject","skin; skull",13624,"Rossi","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Cochrane",NA,NA,"ADULT",51.333333,-80.4,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Stephen Lee (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Moose River Crossing","ROM data parsed by John Wieczorek, 20020402; MaNIS-00 Upload","not-for-profit use only","urn:lsid:biocol.org:col:34909","Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.4,51.333333,NA
"60",60,"Royal Ontario Museum (ROM)","ROM16114","male",257,1943,-95,"Fraser","Lasionycteris noctivagans","ROM",16114,1211841493,"Lasionycteris noctivagans (Le Conte, 1831)","cdrep","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:50:02.088+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1943,9,14,"1943-09-14T00:00:00","2020-02-10T20:50:02.088+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada",NA,"URI:catalog:ROM:Mammals:16114","North America; Canada; Ontario; Northumberland",NA,"19430914",NA,"Cobourg","Mammalogy","Mammals",1211841493,"URI:catalog:ROM:Mammals:16114","PhysicalObject","skin; skull",16114,"Noble, D","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Northumberland",NA,NA,"ADULT",43.9659999990573,-78.16923,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Lina Arcila (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Cobourg",NA,"not-for-profit use only","urn:lsid:biocol.org:col:34909","Energy, Mines and Resources Canada, Series A751, Port Hope, 30 M/16, 1:50,000, Edition 6, 1994",20070223,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78.16923,43.9659999990573,NA
"61",61,"Royal Ontario Museum (ROM)","ROM17934","male",192,1890,-84,"Fraser","Lasionycteris noctivagans","ROM",17934,1211846350,"Lasionycteris noctivagans (Le Conte, 1831)","cdround,gass84,gdativ","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:49:59.151+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1890,7,11,"1890-07-11T00:00:00","2020-02-10T20:49:59.151+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada","254","URI:catalog:ROM:Mammals:17934","North America; Canada; Ontario; Ottawa-Carleton; Carleton",NA,"18900711",NA,"Ottawa, Clark's Woods","Mammalogy","Mammals",1211846350,"URI:catalog:ROM:Mammals:17934","PhysicalObject","skin",17934,"Saunders, WE","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Ottawa-Carleton; Carleton",NA,NA,"ADULT",45.416667,-75.7,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Stephen Lee (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Ottawa, Clark's Woods","ROM data parsed by John Wieczorek, 20020402; MaNIS-00 Upload","not-for-profit use only","urn:lsid:biocol.org:col:34909","Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-75.7,45.416667,NA
"62",62,"Royal Ontario Museum (ROM)","ROM22030","male",245,1912,-70,"Fraser","Lasionycteris noctivagans","ROM",22030,1211840113,"Lasionycteris noctivagans (Le Conte, 1831)","cdround,gass84,gdativ","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:50:01.873+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1912,9,2,"1912-09-02T00:00:00","2020-02-10T20:50:01.873+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada",NA,"URI:catalog:ROM:Mammals:22030","North America; Canada; Ontario; York; Metro Toronto",NA,"19120902",NA,"Toronto","Mammalogy","Mammals",1211840113,"URI:catalog:ROM:Mammals:22030","PhysicalObject","skin",22030,"Fleming, JH","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","York; Metro Toronto",NA,NA,"ADULT",43.666667,-79.383333,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Stephen Lee (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Toronto","ROM data parsed by John Wieczorek, 20020402; MaNIS-00 Upload","not-for-profit use only","urn:lsid:biocol.org:col:34909","Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.383333,43.666667,NA
"63",63,"Royal Ontario Museum (ROM)","ROM2204201407","male",217,1920,-74,"Fraser","Lasionycteris noctivagans","ROM",2204201407,1211837642,"Lasionycteris noctivagans (Le Conte, 1831)","cdrep","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:50:01.846+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1920,8,5,"1920-08-05T00:00:00","2020-02-10T20:50:01.846+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada","259","URI:catalog:ROM:Mammals:2204201407","North America; Canada; Ontario; Middlesex",NA,"19200805",NA,"Coldstream","Mammalogy","Mammals",1211837642,"URI:catalog:ROM:Mammals:2204201407","PhysicalObject","skin; skull",2204201407,"Wood, AA","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Middlesex",NA,NA,"ADULT",43.0159499990589,-81.50065,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Lina Arcila (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Coldstream","There were not clear boundaries. Coordinates calculated by clusters of buildings labeled as Coldstream","not-for-profit use only","urn:lsid:biocol.org:col:34909","Energy, Mines and Resources Canada, Series A751, Parkhill, 40 P/04, 1:50,000, Edition 7, 1994",20070524,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.50065,43.0159499990589,NA
"64",64,"Royal Ontario Museum (ROM)","ROM23450","male",176,1953,-65,"Fraser","Lasionycteris noctivagans","ROM",23450,1211842457,"Lasionycteris noctivagans (Le Conte, 1831)","cdrep","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:50:01.970+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1953,6,25,"1953-06-25T00:00:00","2020-02-10T20:50:01.970+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada","RLP3810","URI:catalog:ROM:Mammals:23450","North America; Canada; Ontario; Hastings",NA,"19530625",NA,"2 mi E of Fuller","Mammalogy","Mammals",1211842457,"URI:catalog:ROM:Mammals:23450","PhysicalObject","skin; skull",23450,"Peterson, RL","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Hastings",NA,NA,"ADULT",44.3954451802287,-77.3740519730188,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Lina Arcila (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","2 mi E of Fuller","There were not clear boundaries. Coordinates calculated by clusters of buildings labeled as Fuller","not-for-profit use only","urn:lsid:biocol.org:col:34909","Energy, Mines and Resources Canada, Series A751, Tweed, 31 C/06, 1:50,000, Edition 7, 1991",20070115,2,"testes small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.3740519730188,44.3954451802287,NA
"65",65,"Royal Ontario Museum (ROM)","ROM24679","male",217,1930,-68,"Fraser","Lasionycteris noctivagans","ROM",24679,1211836961,"Lasionycteris noctivagans (Le Conte, 1831)","cdrep","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:49:58.528+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1930,8,5,"1930-08-05T00:00:00","2020-02-10T20:49:58.528+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada","270","URI:catalog:ROM:Mammals:24679","North America; Canada; Ontario; Middlesex",NA,"19300805",NA,"Byron","Mammalogy","Mammals",1211836961,"URI:catalog:ROM:Mammals:24679","PhysicalObject","skin; skull",24679,NA,"ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Middlesex",NA,NA,"ADULT",42.9542499990591,-81.33395,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Lina Arcila (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Byron",NA,"not-for-profit use only","urn:lsid:biocol.org:col:34909","Natural Resources Canada, Series A751, St Thomas, 40 I/14, 1:50,000, Edition 8, 1999",20070524,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.33395,42.9542499990591,NA
"66",66,"Royal Ontario Museum (ROM)","ROM2909160001","male",208,1929,-64,"Fraser","Lasionycteris noctivagans","ROM",2909160001,1211838188,"Lasionycteris noctivagans (Le Conte, 1831)","cdrep","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:49:58.746+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1929,7,27,"1929-07-27T00:00:00","2020-02-10T20:49:58.746+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada",NA,"URI:catalog:ROM:Mammals:2909160001","North America; Canada; Ontario; Halton",NA,"19290727",NA,"Port Nelson","Mammalogy","Mammals",1211838188,"URI:catalog:ROM:Mammals:2909160001","PhysicalObject","skin; skull",2909160001,"Christianson JR, D","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Halton",NA,NA,"ADULT",43.3462399990583,-79.76974,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Lina Arcila (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Port Nelson",NA,"not-for-profit use only","urn:lsid:biocol.org:col:34909","Natural Resources Canada, Series A751, Hamilton-Burlington, 30 M/05, 1:50,000, Edition 10, 1999",20070212,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.76974,43.3462399990583,NA
"67",67,"Royal Ontario Museum (ROM)","ROM29539","male",243,1941,-102,"Fraser","Lasionycteris noctivagans","ROM",29539,1211861153,"Lasionycteris noctivagans (Le Conte, 1831)","cdround,gass84,gdativ","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:49:59.653+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","British Columbia",1941,8,31,"1941-08-31T00:00:00","2020-02-10T20:49:59.653+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada","817","URI:catalog:ROM:Mammals:29539","North America; Canada; British Columbia; Okanagan-Similkameen",NA,"19410831",NA,"Okanagan Landing, Osoyoos","Mammalogy","Mammals",1211861153,"URI:catalog:ROM:Mammals:29539","PhysicalObject","skin; skull",29539,"Munro, JA","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Okanagan-Similkameen",NA,NA,"ADULT",50.2,-119.366667,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Unknown (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Okanagan Landing, Osoyoos","ROM data parsed by John Wieczorek, 20020402.  MaNIS-Orig Upload","not-for-profit use only","urn:lsid:biocol.org:col:34909","Most likely from the gazetteer in, The Times Atlas of the World, Comprehensive Edition. 1975. John Bartholomew and Son Limited. Edinburgh, Great Britain. xl + 123 plates + 223 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.366667,50.2,NA
"68",68,"Royal Ontario Museum (ROM)","ROM32735","male",245,1954,-75,"Fraser","Lasionycteris noctivagans","ROM",32735,1211836491,"Lasionycteris noctivagans (Le Conte, 1831)","cdrep","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:50:01.832+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1954,9,2,"1954-09-02T00:00:00","2020-02-10T20:50:01.832+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada","418","URI:catalog:ROM:Mammals:32735","North America; Canada; Ontario; Niagara; Welland",NA,"19540902",NA,"Port Colborne","Mammalogy","Mammals",1211836491,"URI:catalog:ROM:Mammals:32735","PhysicalObject","skin; skull",32735,"Henderson, PF","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","Niagara; Welland",NA,NA,"ADULT",42.8921799990592,-79.25337,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Lina Arcila (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Port Colborne","Coordinates and extent calculated for build up area. Not for City Limits","not-for-profit use only","urn:lsid:biocol.org:col:34909","Natural Resources Canada, Series A751, Welland, 30 L/14, 1:50,000, Edition 7, 1996",20070416,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.25337,42.8921799990592,NA
"69",69,"Royal Ontario Museum (ROM)","ROM3306200989","male",220,1914,-76,"Fraser","Lasionycteris noctivagans","ROM",3306200989,1211840158,"Lasionycteris noctivagans (Le Conte, 1831)","cdround,gass84,gdativ","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:49:58.800+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Ontario",1914,8,8,"1914-08-08T00:00:00","2020-02-10T20:49:58.800+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","CA","Canada",NA,"URI:catalog:ROM:Mammals:3306200989","North America; Canada; Ontario; York; Metro Toronto",NA,"19140808",NA,"Toronto","Mammalogy","Mammals",1211840158,"URI:catalog:ROM:Mammals:3306200989","PhysicalObject","skin; skull; skull enclosed",3306200989,"Nash, CW","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","York; Metro Toronto",NA,NA,"ADULT",43.666667,-79.383333,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Stephen Lee (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Toronto","ROM data parsed by John Wieczorek, 20020402; MaNIS-00 Upload","not-for-profit use only","urn:lsid:biocol.org:col:34909","Gazetteer of Canada:  Ontario, 2nd Edition.  1974.  Department of Energy, Mines and Resources Canada, xxxiii + 823 pp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.383333,43.666667,NA
"70",70,"Royal Ontario Museum (ROM)","ROM78279","male",246,1959,-79,"Fraser","Lasionycteris noctivagans","ROM",78279,1211834752,"Lasionycteris noctivagans (Le Conte, 1831)","cdround,gass84,gdativ","c5c4a23e-2035-4416-ab64-032d6df52ddb","ff418020-1d67-11d9-8435-b8a03c50a862","6ed8558c-e955-4812-9fd7-39b8044fcc35","CA","DWC_ARCHIVE","2020-02-06T07:04:29.325+0000","2020-02-10T20:50:01.867+0000",132,"none","PRESERVED_SPECIMEN",NA,2432341,1,44,359,734,9368,2432340,2432341,2432341,"Lasionycteris noctivagans (Le Conte, 1831)","Animalia","Chordata","Chiroptera","Vespertilionidae","Lasionycteris","Lasionycteris noctivagans","Lasionycteris","noctivagans","SPECIES","ACCEPTED","NORTH_AMERICA","Indiana",1959,9,3,"1959-09-03T00:00:00","2020-02-10T20:50:01.867+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","Mammalia","US","United States of America","REM1929","URI:catalog:ROM:Mammals:78279","North America; USA; Indiana; La Porte",NA,"19590903",NA,"Michigan City","Mammalogy","Mammals",1211834752,"URI:catalog:ROM:Mammals:78279","PhysicalObject","skin; skull",78279,"Mumford, RE; Kahl, P","ROM",NA,NA,"Animalia; Chordata; Mammalia; Chiroptera; Vespertilionidae; Lasionycteris","Lasionycteris noctivagans (Le Conte, 1831)","MALE","La Porte",NA,NA,"JUVENILE",41.716667,-86.9,"2018-04-04T00:00:00.000+0000","WGS84","Royal Ontario Museum; ROM","Unknown (ROM)","MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices","en","Michigan City","ROM data parsed by John Wieczorek, 20020402; MaNIS-00 Upload","not-for-profit use only","urn:lsid:biocol.org:col:34909","Most likely from the gazetteer in, The Times Atlas of the World, Comprehensive Edition. 1975. John Bartholomew and Son Limited. Edinburgh, Great Britain. xl + 123 plates + 223 pp.",NA,NA,"testes-7X4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86.9,41.716667,NA
